,Unnamed: 0,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,Rolling_avg
6832,6832,2020.01.03,Day3,09:05:52,0,5G,-99,-9,4.0,11,-110,9186,81,D,
6833,6833,2020.01.03,Day3,09:05:53,0,5G,-99,-9,4.0,11,-110,9457,96,D,
6834,6834,2020.01.03,Day3,09:05:55,0,5G,-99,-9,7.0,12,-110,11066,105,D,
6835,6835,2020.01.03,Day3,09:05:57,0,5G,-100,-10,10.0,14,-110,9864,94,D,
6836,6836,2020.01.03,Day3,09:06:00,0,5G,-100,-10,3.0,11,-110,10366,90,D,
6837,6837,2020.01.03,Day3,09:06:02,0,5G,-99,-9,9.0,11,-110,9376,94,D,
6838,6838,2020.01.03,Day3,09:06:04,0,5G,-99,-9,6.0,12,-110,6989,61,D,
6839,6839,2020.01.03,Day3,09:06:05,0,5G,-99,-10,12.0,10,-110,5091,56,D,
6840,6840,2020.01.03,Day3,09:06:06,0,5G,-99,-10,12.0,10,-110,1057,8,D,
6841,6841,2020.01.03,Day3,09:06:07,0,5G,-99,-11,-7.0,12,-110,9474,92,D,
6842,6842,2020.01.03,Day3,09:06:09,0,5G,-100,-9,8.0,12,-110,10502,91,D,
6843,6843,2020.01.03,Day3,09:06:12,0,5G,-99,-9,11.0,12,-110,10515,99,D,
6844,6844,2020.01.03,Day3,09:06:14,0,5G,-100,-11,2.0,4,-110,11374,103,D,
6845,6845,2020.01.03,Day3,09:06:15,0,5G,-100,-11,2.0,4,-110,973,20,D,
6846,6846,2020.01.03,Day3,09:06:16,0,5G,-99,-10,12.0,12,-110,6827,49,D,
6847,6847,2020.01.03,Day3,09:06:17,0,5G,-99,-10,12.0,12,-110,7099,77,D,
6848,6848,2020.01.03,Day3,09:06:18,0,5G,-99,-8,9.0,12,-110,604,5,D,
6849,6849,2020.01.03,Day3,09:06:19,0,5G,-99,-8,9.0,12,-110,8692,80,D,
6850,6850,2020.01.03,Day3,09:06:21,0,5G,-99,-9,6.0,11,-110,9220,93,D,
6851,6851,2020.01.03,Day3,09:06:24,0,5G,-99,-9,14.0,12,-110,10357,102,D,
6852,6852,2020.01.03,Day3,09:06:26,0,5G,-99,-10,6.0,10,-110,8507,82,D,
6853,6853,2020.01.03,Day3,09:06:28,0,5G,-100,-10,7.0,12,-110,8888,69,D,
6854,6854,2020.01.03,Day3,09:06:29,0,5G,-99,-10,13.0,10,-110,8974,78,D,
6855,6855,2020.01.03,Day3,09:06:31,0,5G,-100,-9,8.0,12,-110,8450,81,D,
6856,6856,2020.01.03,Day3,09:06:33,0,5G,-99,-9,5.0,12,-110,12923,121,D,
6857,6857,2020.01.03,Day3,09:06:36,0,5G,-99,-10,-8.0,12,-110,10655,98,D,
6858,6858,2020.01.03,Day3,09:06:38,0,5G,-100,-9,10.0,12,-110,9370,84,D,
6859,6859,2020.01.03,Day3,09:06:40,0,5G,-100,-10,11.0,14,-110,8332,71,D,
6860,6860,2020.01.03,Day3,09:06:41,0,5G,-100,-10,11.0,14,-110,4458,50,D,
6861,6861,2020.01.03,Day3,09:06:42,0,5G,-99,-9,3.0,12,-110,4920,41,D,
6862,6862,2020.01.03,Day3,09:06:43,0,5G,-99,-9,3.0,12,-110,10695,97,D,
6863,6863,2020.01.03,Day3,09:06:44,0,5G,-99,-9,7.0,11,-110,35,1090,D,
6864,6864,2020.01.03,Day3,09:06:45,0,5G,-99,-9,7.0,11,-110,11340,101,D,
6865,6865,2020.01.03,Day3,09:06:48,0,5G,-99,-9,9.0,12,-110,10763,89,D,
6866,6866,2020.01.03,Day3,09:06:50,0,5G,-99,-9,6.0,12,-110,10945,95,D,
6867,6867,2020.01.03,Day3,09:06:52,0,5G,-100,-9,6.0,12,-110,7322,54,D,
6868,6868,2020.01.03,Day3,09:06:53,0,5G,-100,-9,5.0,11,-110,3247,37,D,
6869,6869,2020.01.03,Day3,09:06:54,0,5G,-100,-9,5.0,11,-110,4134,29,D,
6870,6870,2020.01.03,Day3,09:06:55,0,5G,-99,-11,13.0,11,-110,9855,75,D,
6871,6871,2020.01.03,Day3,09:06:57,0,5G,-99,-9,11.0,11,-110,9113,70,D,
6872,6872,2020.01.03,Day3,09:06:59,0,5G,-99,-9,14.0,12,-110,9481,75,D,
